FECHA_INSCRIPCION,FECHA_NACIMIENTO,GENERO,DESCRIPCION_SUBTIPO
20FEB2018:09:53:57,03SEP2016:00:00:00,Masculino,Adopción Plena
22FEB2018:09:37:12,07NOV2007:00:00:00,Masculino,Adopción Plena
09FEB2018:15:16:46,14JUN2010:00:00:00,Masculino,Adopción Plena
07FEB2018:12:25:28,27APR2000:00:00:00,Femenino,Adopción Plena
10APR2018:10:30:52,25JAN1988:00:00:00,Masculino,Adopción Simple
09MAR2018:09:29:58,11SEP2014:00:00:00,Femenino,Adopción Plena
06MAR2018:14:12:32,10FEB2000:00:00:00,Femenino,Adopción Plena
05MAR2018:15:25:59,12APR1988:00:00:00,Femenino,Adopción Plena
19APR2018:10:19:36,10JAN2001:00:00:00,Femenino,Adopción Plena
28FEB2018:10:57:38,17AUG2009:00:00:00,Femenino,Adopción Plena
28FEB2018:11:22:17,21JUL2015:00:00:00,Masculino,Adopción Plena
16FEB2018:15:03:27,09JAN1985:00:00:00,Masculino,Adopción Simple
23MAR2018:10:41:48,31AUG2014:00:00:00,Femenino,Adopción Plena
05FEB2018:09:20:02,18NOV2013:00:00:00,Masculino,Adopción Simple
16MAR2018:12:38:35,03AUG2005:00:00:00,Femenino,Adopción Plena
26FEB2018:14:56:14,01APR2005:00:00:00,Masculino,Adopción Plena
16MAR2018:15:18:42,20JUL2004:00:00:00,Femenino,Adopción Plena
27FEB2018:09:35:10,10NOV1986:00:00:00,Femenino,Adopción Simple
07FEB2018:11:17:42,26DEC2000:00:00:00,Femenino,Adopción Plena
22MAR2018:10:32:14,09MAR2014:00:00:00,Femenino,Adopción Plena
26FEB2018:12:16:20,27SEP2007:00:00:00,Masculino,Adopción Simple
26FEB2018:12:27:07,26FEB2010:00:00:00,Femenino,Adopción Simple
25APR2018:15:08:57,29SEP2016:00:00:00,Femenino,Adopción Plena
19MAR2018:14:39:52,24NOV2016:00:00:00,Femenino,Adopción Plena
22MAR2018:12:09:53,15NOV2015:00:00:00,Masculino,Adopción Plena
18APR2018:11:25:06,27MAR2015:00:00:00,Masculino,Adopción Plena
21FEB2018:11:37:02,05MAR2011:00:00:00,Masculino,Adopción Plena
20FEB2018:14:00:19,20SEP1996:00:00:00,Masculino,Adopción Plena
20FEB2018:14:42:00,29NOV2000:00:00:00,Femenino,Adopción Plena
09MAR2018:11:40:49,10AUG2003:00:00:00,Masculino,Adopción Plena
09MAR2018:11:53:05,18SEP2005:00:00:00,Femenino,Adopción Plena
10APR2018:11:05:48,27DEC2001:00:00:00,Masculino,Adopción Plena
11APR2018:11:01:22,25JAN2015:00:00:00,Masculino,Adopción Plena
21FEB2018:11:45:01,11JUN2013:00:00:00,Masculino,Adopción Plena
20FEB2018:14:23:09,15FEB1998:00:00:00,Femenino,Adopción Plena
11APR2018:12:02:02,25JUL2015:00:00:00,Femenino,Adopción Plena
11APR2018:15:00:46,24AUG2011:00:00:00,Femenino,Adopción Plena
08MAR2018:12:59:53,24AUG1993:00:00:00,Masculino,Adopción Plena
13APR2018:12:53:48,11MAR2015:00:00:00,Femenino,Adopción Plena
17APR2018:09:55:25,10OCT2009:00:00:00,Femenino,Adopción Plena
10APR2018:13:03:35,13NOV2001:00:00:00,Femenino,Adopción Plena
21FEB2018:11:20:14,22NOV2014:00:00:00,Masculino,Adopción Plena
01MAR2018:11:05:11,26MAY2013:00:00:00,Femenino,Adopción Plena
26MAR2018:12:35:18,07FEB2017:00:00:00,Masculino,Adopción Plena
08FEB2018:10:15:28,03SEP1994:00:00:00,Femenino,Adopción Plena
03APR2018:10:08:52,23FEB2007:00:00:00,Femenino,Adopción Plena
19FEB2018:10:44:26,23JUL2009:00:00:00,Femenino,Adopción Plena
03APR2018:12:19:20,21APR2015:00:00:00,Masculino,Adopción Plena
05MAR2018:15:14:01,06NOV2002:00:00:00,Femenino,Adopción Plena
06MAR2018:14:40:14,23MAY2005:00:00:00,Femenino,Adopción Plena
27MAR2018:12:49:32,29MAY2009:00:00:00,Femenino,Adopción Plena
27MAR2018:15:33:33,06APR2016:00:00:00,Femenino,Adopción Plena
21DEC2017:16:14:30,21JUN1978:00:00:00,Femenino,Adopción Simple
04JAN2018:11:21:26,17APR2012:00:00:00,Femenino,Adopción Plena
04JAN2018:11:34:28,09JUL2012:00:00:00,Femenino,Adopción Plena
03JAN2018:11:57:39,25JAN2012:00:00:00,Femenino,Adopción Plena
28NOV2017:10:23:33,31OCT2001:00:00:00,Femenino,Adopción Plena
07DEC2017:13:02:12,02OCT2003:00:00:00,Masculino,Adopción Simple
06DEC2017:11:16:39,17OCT2014:00:00:00,Masculino,Adopción Plena
04JAN2018:13:32:23,26NOV2004:00:00:00,Masculino,Adopción Plena
26DEC2017:12:08:13,23FEB2006:00:00:00,Femenino,Adopción Plena
28NOV2017:12:01:15,01MAR2004:00:00:00,Femenino,Adopción Plena
22NOV2017:10:48:30,02MAR2016:00:00:00,Femenino,Adopción Plena
16MAR2018:09:16:20,29OCT2002:00:00:00,Femenino,Adopción Plena
03JAN2018:09:20:44,15FEB1988:00:00:00,Masculino,Adopción Plena
28NOV2017:11:40:34,18OCT2013:00:00:00,Femenino,Adopción Plena
15FEB2018:10:06:00,14NOV1982:00:00:00,Femenino,Adopción Plena
14MAR2018:10:26:06,24AUG2015:00:00:00,Femenino,Adopción Plena
15MAR2018:12:03:17,07SEP1979:00:00:00,Femenino,Adopción Plena
15FEB2018:10:39:53,26OCT2013:00:00:00,Femenino,Adopción Plena
23APR2018:12:27:32,02JAN2009:00:00:00,Femenino,Adopción Plena
14MAR2018:15:18:46,11MAR2003:00:00:00,Femenino,Adopción Plena
15MAR2018:14:16:29,25MAY1997:00:00:00,Masculino,Adopción Plena
14DEC2017:12:07:07,07APR2007:00:00:00,Masculino,Adopción Plena
21DEC2017:11:57:38,20JUL2004:00:00:00,Femenino,Adopción Plena
04JAN2018:11:58:36,23DEC2004:00:00:00,Masculino,Adopción Plena
10JAN2018:12:43:39,26JAN2002:00:00:00,Masculino,Adopción Plena
27NOV2017:11:12:01,09DEC1999:00:00:00,Masculino,Adopción Simple
18DEC2017:09:58:54,21APR2009:00:00:00,Femenino,Adopción Plena
13DEC2017:14:08:21,28MAR1995:00:00:00,Masculino,Adopción Plena
13DEC2017:15:17:41,01DEC2004:00:00:00,Masculino,Adopción Plena
29NOV2017:09:21:22,02JAN2015:00:00:00,Masculino,Adopción Plena
12DEC2017:10:58:55,12FEB2016:00:00:00,Masculino,Adopción Plena
26DEC2017:12:24:44,24JUN1999:00:00:00,Femenino,Adopción Plena
27DEC2017:10:02:50,12MAY2007:00:00:00,Femenino,Adopción Plena
11DEC2017:10:12:45,28JUL2009:00:00:00,Masculino,Adopción Plena
28NOV2017:08:53:25,22APR2015:00:00:00,Femenino,Adopción Plena
14DEC2017:11:10:57,19NOV1990:00:00:00,Masculino,Adopción Plena
10JUL2017:11:50:08,02APR1999:00:00:00,Femenino,Adopción Plena
15JUN2017:12:01:50,31AUG2005:00:00:00,Femenino,Adopción Plena
25AUG2017:13:41:25,12AUG2004:00:00:00,Femenino,Adopción Plena
01SEP2017:10:11:49,27MAY1994:00:00:00,Femenino,Adopción Plena
11JUL2017:10:09:15,09SEP2012:00:00:00,Masculino,Adopción Plena
26JUN2017:10:54:27,13APR1988:00:00:00,Masculino,Adopción Simple
05JUL2017:09:42:10,21DEC1995:00:00:00,Masculino,Adopción Plena
10JUL2017:14:10:09,07SEP1979:00:00:00,Femenino,Adopción Plena
16JUN2017:10:28:37,14APR1983:00:00:00,Femenino,Adopción Plena
05JUL2017:10:11:01,15OCT2000:00:00:00,Femenino,Adopción Plena
04JUL2017:14:05:25,15JUL2005:00:00:00,Femenino,Adopción Plena
01AUG2017:11:18:41,28MAR1995:00:00:00,Femenino,Adopción Simple
26JUN2017:10:50:05,15JUL2015:00:00:00,Masculino,Adopción Plena
19JUL2017:11:58:15,21MAR2015:00:00:00,Masculino,Adopción Plena
16JUN2017:10:44:46,18OCT1987:00:00:00,Femenino,Adopción Plena
05JUL2017:09:55:40,20NOV1996:00:00:00,Masculino,Adopción Plena
06JUL2017:12:22:24,16JAN1999:00:00:00,Masculino,Adopción Plena
05JUL2017:10:04:44,22SEP1998:00:00:00,Masculino,Adopción Plena
28JUL2017:09:52:23,12MAR1996:00:00:00,Femenino,Adopción Plena
23AUG2017:12:10:49,01AUG1980:00:00:00,Femenino,Adopción Plena
04SEP2017:14:45:25,23AUG2005:00:00:00,Masculino,Adopción Plena
16AUG2017:13:04:25,15OCT2002:00:00:00,Femenino,Adopción Plena
23JUN2017:11:55:51,04JUN1991:00:00:00,Masculino,Adopción Plena
15JUN2017:09:53:12,08MAR2012:00:00:00,Femenino,Adopción Plena
24AUG2017:09:59:34,03APR2015:00:00:00,Masculino,Adopción Plena
26JUL2017:15:09:06,21NOV1994:00:00:00,Femenino,Adopción Plena
26JUL2017:15:28:02,12MAR1996:00:00:00,Femenino,Adopción Plena
06SEP2017:10:20:09,17NOV2005:00:00:00,Femenino,Adopción Plena
05JUL2017:13:19:56,06NOV2015:00:00:00,Femenino,Adopción Plena
24AUG2017:13:37:16,26APR2000:00:00:00,Masculino,Adopción Plena
06SEP2017:10:43:23,17NOV2005:00:00:00,Femenino,Adopción Plena
24AUG2017:14:18:31,08APR2015:00:00:00,Masculino,Adopción Plena
29JUN2017:12:01:05,03FEB2016:00:00:00,Femenino,Adopción Plena
29JUN2017:14:35:02,19JUL2003:00:00:00,Masculino,Adopción Plena
07SEP2017:09:59:02,27SEP2012:00:00:00,Femenino,Adopción Plena
25AUG2017:12:54:12,06JUL2015:00:00:00,Masculino,Adopción Plena
16JUN2017:14:14:42,15APR1997:00:00:00,Femenino,Adopción Simple
27OCT2017:12:51:21,15JUL2013:00:00:00,Femenino,Adopción Plena
18SEP2017:15:15:10,02JAN2011:00:00:00,Femenino,Adopción Plena
25SEP2017:10:56:26,12JAN2007:00:00:00,Masculino,Adopción Plena
11SEP2017:09:46:33,18JUL2010:00:00:00,Femenino,Adopción Plena
13NOV2017:09:37:51,28JAN2004:00:00:00,Masculino,Adopción Plena
14NOV2017:09:24:00,27OCT2014:00:00:00,Femenino,Adopción Plena
08NOV2017:08:12:35,04APR2014:00:00:00,Femenino,Adopción Plena
20OCT2017:12:58:11,27JUN2007:00:00:00,Femenino,Adopción Plena
20OCT2017:13:08:38,09DEC2008:00:00:00,Femenino,Adopción Plena
21SEP2017:14:07:13,11NOV2015:00:00:00,Femenino,Adopción Plena
20OCT2017:14:24:20,06AUG2012:00:00:00,Femenino,Adopción Plena
24OCT2017:11:22:24,13APR2015:00:00:00,Masculino,Adopción Plena
16NOV2017:11:29:14,28JAN2016:00:00:00,Masculino,Adopción Plena
13NOV2017:07:55:19,18NOV2001:00:00:00,Masculino,Adopción Plena
18OCT2017:14:05:20,18FEB2011:00:00:00,Femenino,Adopción Plena
12OCT2017:14:35:29,08SEP2014:00:00:00,Femenino,Adopción Plena
17OCT2017:12:00:14,03JUN2009:00:00:00,Masculino,Adopción Plena
25OCT2017:12:50:05,01JUL2011:00:00:00,Femenino,Adopción Plena
25OCT2017:13:03:03,23JUL2012:00:00:00,Masculino,Adopción Plena
29SEP2017:11:46:08,09MAR1988:00:00:00,Masculino,Adopción Simple
17OCT2017:11:49:17,03JUN2009:00:00:00,Masculino,Adopción Plena
29SEP2017:12:22:34,09OCT1994:00:00:00,Masculino,Adopción Simple
23OCT2017:11:56:27,10JUN2004:00:00:00,Femenino,Adopción Plena
14NOV2017:11:49:43,08AUG2002:00:00:00,Femenino,Adopción Plena
27OCT2017:09:52:14,01APR2005:00:00:00,Masculino,Adopción Plena
12SEP2017:12:41:27,08JUN2007:00:00:00,Masculino,Adopción Plena
11SEP2017:10:19:35,01APR2013:00:00:00,Femenino,Adopción Plena
14SEP2017:11:30:27,31OCT2000:00:00:00,Masculino,Adopción Plena
02OCT2017:11:00:39,18JAN2012:00:00:00,Masculino,Adopción Plena
20OCT2017:10:51:00,25OCT2001:00:00:00,Femenino,Adopción Plena
14SEP2017:11:40:19,04MAR2002:00:00:00,Masculino,Adopción Plena
20OCT2017:15:15:57,30MAY1995:00:00:00,Masculino,Adopción Simple
10NOV2017:12:14:35,07JAN2006:00:00:00,Masculino,Adopción Plena
11OCT2017:10:59:33,20FEB2003:00:00:00,Femenino,Adopción Simple
15NOV2017:09:32:36,20DEC2014:00:00:00,Masculino,Adopción Plena
26OCT2017:11:22:00,18NOV2013:00:00:00,Femenino,Adopción Plena
23OCT2017:10:27:59,16MAR2011:00:00:00,Masculino,Adopción Plena
07NOV2017:13:13:35,07JUL2015:00:00:00,Masculino,Adopción Plena
27SEP2017:12:24:34,31JAN2016:00:00:00,Femenino,Adopción Plena
26JUN2017:14:45:33,05AUG2014:00:00:00,Femenino,Adopción Plena
13SEP2017:15:22:48,18SEP2014:00:00:00,Femenino,Adopción Plena
07SEP2017:12:30:03,02APR2006:00:00:00,Masculino,Adopción Simple
11SEP2017:09:37:05,19NOV2008:00:00:00,Masculino,Adopción Plena
18JUL2017:11:51:04,02MAY2013:00:00:00,Masculino,Adopción Plena
08SEP2017:10:51:32,02APR2006:00:00:00,Masculino,Adopción Simple
08NOV2017:10:29:08,16NOV1999:00:00:00,Femenino,Adopción Simple
27OCT2017:13:02:11,08FEB2007:00:00:00,Femenino,Adopción Plena
12SEP2017:12:22:40,26MAR2005:00:00:00,Masculino,Adopción Plena
04OCT2017:09:37:55,14DEC2011:00:00:00,Femenino,Adopción Plena
16JUN2017:14:47:22,18JAN1993:00:00:00,Masculino,Adopción Simple
05JUL2017:10:18:43,21JUN2002:00:00:00,Femenino,Adopción Plena
05JUL2017:10:26:28,20MAY2004:00:00:00,Masculino,Adopción Plena
11OCT2017:14:15:16,12SEP2013:00:00:00,Masculino,Adopción Plena
10NOV2017:10:43:36,07AUG2004:00:00:00,Femenino,Adopción Plena
23AUG2017:14:58:00,26APR2000:00:00:00,Femenino,Adopción Plena
11SEP2017:09:52:30,09OCT2011:00:00:00,Femenino,Adopción Plena
28NOV2017:12:26:01,03AUG2001:00:00:00,Masculino,Adopción Plena
17JAN2018:12:59:29,14NOV2006:00:00:00,Masculino,Adopción Plena
13DEC2017:15:25:50,27SEP2005:00:00:00,Masculino,Adopción Plena
22NOV2017:10:38:47,05OCT2012:00:00:00,Femenino,Adopción Plena
30NOV2017:10:53:55,09JAN2016:00:00:00,Masculino,Adopción Plena
26DEC2017:11:18:29,24DEC2006:00:00:00,Femenino,Adopción Plena
04JAN2018:12:44:51,13MAY1993:00:00:00,Masculino,Adopción Plena
04JAN2018:13:03:18,10NOV2000:00:00:00,Masculino,Adopción Simple
28NOV2017:09:42:54,26OCT2012:00:00:00,Femenino,Adopción Plena
10JAN2018:13:21:02,29SEP2010:00:00:00,Femenino,Adopción Plena
29NOV2017:11:39:19,09NOV2012:00:00:00,Femenino,Adopción Plena
24JAN2018:16:11:03,28AUG1997:00:00:00,Femenino,Adopción Simple
28NOV2017:14:06:02,05AUG1992:00:00:00,Femenino,Adopción Plena
22JAN2018:18:07:05,07APR2003:00:00:00,Femenino,Adopción Simple
13DEC2017:12:28:11,28MAY1998:00:00:00,Masculino,Adopción Simple
24NOV2017:10:14:40,15JUL2002:00:00:00,Masculino,Adopción Plena
28NOV2017:15:22:12,19DEC1999:00:00:00,Femenino,Adopción Plena
28NOV2017:15:39:48,26OCT2011:00:00:00,Femenino,Adopción Simple
14DEC2017:11:23:12,12FEB2004:00:00:00,Masculino,Adopción Plena
20DEC2017:11:54:29,24MAR2016:00:00:00,Masculino,Adopción Plena
16NOV2017:11:48:08,27JUN2016:00:00:00,Femenino,Adopción Plena
07NOV2017:12:49:05,04SEP2013:00:00:00,Femenino,Adopción Plena
24NOV2017:11:20:45,10JAN1993:00:00:00,Femenino,Adopción Simple
04DEC2017:11:38:34,14JUL2000:00:00:00,Femenino,Adopción Simple
06DEC2017:11:47:24,27OCT1999:00:00:00,Masculino,Adopción Plena
22NOV2017:09:29:25,04DEC2009:00:00:00,Femenino,Adopción Plena
13DEC2017:15:07:28,03AUG2003:00:00:00,Masculino,Adopción Plena
10MAR2017:13:15:09,02MAY2011:00:00:00,Femenino,Adopción Plena
21DEC2016:09:26:49,09MAR2014:00:00:00,Masculino,Adopción Plena
16MAR2017:13:47:33,27NOV2008:00:00:00,Femenino,Adopción Plena
12JAN2017:09:37:21,01DEC2013:00:00:00,Femenino,Adopción Plena
26DEC2016:11:45:11,22JUL2015:00:00:00,Femenino,Adopción Plena
15MAR2017:13:23:16,06NOV2013:00:00:00,Femenino,Adopción Plena
07MAR2017:09:56:25,09JUL2003:00:00:00,Femenino,Adopción Plena
13MAR2017:12:12:57,18APR2003:00:00:00,Masculino,Adopción Plena
06FEB2017:11:50:59,02JUL1983:00:00:00,Femenino,Adopción Plena
29DEC2016:14:55:22,08NOV1999:00:00:00,Femenino,Adopción Plena
19DEC2016:13:26:38,10AUG2009:00:00:00,Femenino,Adopción Plena
15FEB2017:10:02:10,11NOV2003:00:00:00,Masculino,Adopción Plena
23FEB2017:14:31:09,15SEP1999:00:00:00,Femenino,Adopción Plena
11JAN2017:09:57:18,29AUG2012:00:00:00,Masculino,Adopción Plena
27DEC2016:12:16:13,07APR2000:00:00:00,Masculino,Adopción Plena
02JAN2017:13:14:16,10NOV2013:00:00:00,Femenino,Adopción Plena
21FEB2017:16:11:54,27SEP1980:00:00:00,Masculino,Adopción Plena
30DEC2016:09:58:05,28SEP2002:00:00:00,Masculino,Adopción Plena
26DEC2016:12:19:39,06MAR2002:00:00:00,Masculino,Adopción Simple
30DEC2016:11:57:16,09DEC2013:00:00:00,Femenino,Adopción Plena
19DEC2016:13:19:52,21JUL2004:00:00:00,Femenino,Adopción Plena
04JAN2017:13:49:33,16AUG2006:00:00:00,Masculino,Adopción Plena
29DEC2016:10:38:23,19JUN2011:00:00:00,Femenino,Adopción Plena
20DEC2016:14:26:00,19SEP2015:00:00:00,Masculino,Adopción Plena
08MAR2017:13:39:52,10JUN1998:00:00:00,Femenino,Adopción Plena
28DEC2016:13:15:10,29MAR2014:00:00:00,Masculino,Adopción Plena
09FEB2017:12:56:53,28JUN2002:00:00:00,Femenino,Adopción Plena
14MAR2017:14:06:51,04SEP1969:00:00:00,Femenino,Adopción Plena
29DEC2016:12:00:49,07APR2015:00:00:00,Masculino,Adopción Plena
10FEB2017:10:32:47,15DEC1998:00:00:00,Masculino,Adopción Plena
27DEC2016:10:44:25,07APR2000:00:00:00,Masculino,Adopción Plena
09MAR2017:12:50:21,24JUL2015:00:00:00,Femenino,Adopción Plena
28DEC2016:11:07:07,10FEB2007:00:00:00,Femenino,Adopción Plena
24MAY2017:09:54:57,17MAY2011:00:00:00,Masculino,Adopción Plena
11APR2017:11:50:31,25JUN1994:00:00:00,Masculino,Adopción Plena
06JUN2017:10:19:19,17MAR2015:00:00:00,Masculino,Adopción Plena
12MAY2017:11:33:21,12JUL2007:00:00:00,Femenino,Adopción Plena
06JUN2017:13:05:18,05MAY2015:00:00:00,Masculino,Adopción Plena
18MAY2017:12:36:26,18NOV1988:00:00:00,Femenino,Adopción Simple
23MAR2017:10:02:49,10AUG2001:00:00:00,Masculino,Adopción Plena
22MAY2017:12:05:29,26APR1992:00:00:00,Masculino,Adopción Plena
30MAR2017:12:59:44,02MAY2011:00:00:00,Femenino,Adopción Plena
26MAY2017:09:54:50,29SEP2008:00:00:00,Femenino,Adopción Plena
12APR2017:12:59:28,09AUG1996:00:00:00,Masculino,Adopción Simple
20APR2017:10:40:10,06DEC2013:00:00:00,Femenino,Adopción Plena
03MAY2017:09:51:15,04NOV1980:00:00:00,Femenino,Adopción Simple
29MAR2017:13:24:46,15MAY2004:00:00:00,Masculino,Adopción Plena
23MAY2017:10:04:44,19JUN1999:00:00:00,Femenino,Adopción Plena
07APR2017:13:04:00,16JUN2005:00:00:00,Femenino,Adopción Plena
19MAY2017:10:06:35,03MAY1997:00:00:00,Masculino,Adopción Simple
26MAY2017:10:21:38,21OCT2006:00:00:00,Femenino,Adopción Plena
23MAY2017:11:16:47,08JUL2014:00:00:00,Masculino,Adopción Plena
26MAY2017:11:34:22,25MAR2009:00:00:00,Masculino,Adopción Plena
10MAY2017:11:52:04,09APR2015:00:00:00,Femenino,Adopción Plena
26MAY2017:12:41:02,05SEP2013:00:00:00,Masculino,Adopción Plena
04APR2017:10:20:32,22FEB2016:00:00:00,Femenino,Adopción Plena
28APR2017:14:19:04,20SEP2001:00:00:00,Femenino,Adopción Plena
09JUN2017:10:37:34,15AUG2013:00:00:00,Femenino,Adopción Plena
28APR2017:15:10:00,17APR1990:00:00:00,Femenino,Adopción Simple
17MAY2017:13:18:22,26APR2003:00:00:00,Femenino,Adopción Plena
26MAY2017:14:51:42,02FEB2001:00:00:00,Masculino,Adopción Plena
20MAR2017:11:21:45,31JUL1993:00:00:00,Masculino,Adopción Simple
22MAY2017:09:39:14,29SEP2011:00:00:00,Masculino,Adopción Simple
29DEC2016:12:46:53,04JUL2008:00:00:00,Masculino,Adopción Plena
29DEC2016:13:55:36,19MAR2008:00:00:00,Femenino,Adopción Plena
06JAN2017:10:02:52,02OCT1975:00:00:00,Femenino,Adopción Simple
19DEC2016:13:07:23,19MAR2007:00:00:00,Masculino,Adopción Plena
05JAN2017:14:48:15,26JUL2002:00:00:00,Femenino,Adopción Simple
02JAN2017:13:04:08,08OCT2012:00:00:00,Femenino,Adopción Plena
10JAN2017:11:31:35,25APR2012:00:00:00,Masculino,Adopción Plena
29DEC2016:14:27:02,20NOV2012:00:00:00,Femenino,Adopción Plena
04JAN2017:14:13:20,10DEC2009:00:00:00,Femenino,Adopción Plena
19JAN2017:12:49:33,08NOV1998:00:00:00,Femenino,Adopción Simple
23DEC2016:12:42:05,30APR1997:00:00:00,Femenino,Adopción Plena
13MAR2017:13:02:27,22FEB2007:00:00:00,Femenino,Adopción Plena
07JUN2017:10:26:32,06APR2008:00:00:00,Femenino,Adopción Plena
20DEC2016:13:16:25,21JUN2000:00:00:00,Masculino,Adopción Plena
01JUN2017:11:03:56,25JAN1997:00:00:00,Femenino,Adopción Plena
26DEC2016:12:46:11,16MAR2005:00:00:00,Femenino,Adopción Simple
13MAR2017:13:25:36,07FEB2008:00:00:00,Masculino,Adopción Plena
05JAN2017:12:44:36,26DEC2009:00:00:00,Femenino,Adopción Plena
01MAR2017:13:36:43,27MAR2010:00:00:00,Masculino,Adopción Plena
03FEB2017:10:58:29,25SEP2013:00:00:00,Masculino,Adopción Plena
04JAN2017:09:39:07,08AUG1998:00:00:00,Masculino,Adopción Plena
11JAN2017:15:30:38,01DEC2013:00:00:00,Masculino,Adopción Plena
14JUL2017:11:51:32,17NOV2014:00:00:00,Masculino,Adopción Plena
26APR2017:09:52:43,31MAR2004:00:00:00,Masculino,Adopción Plena
19MAY2017:11:17:57,14AUG2003:00:00:00,Masculino,Adopción Simple
03JUL2017:12:40:27,20AUG2012:00:00:00,Masculino,Adopción Plena
24AUG2017:10:44:47,11JUL1998:00:00:00,Masculino,Adopción Plena
12MAY2017:14:23:02,26AUG2013:00:00:00,Masculino,Adopción Plena
14AUG2017:12:57:01,23NOV2004:00:00:00,Masculino,Adopción Plena
24AUG2017:11:24:05,11JUL1998:00:00:00,Masculino,Adopción Plena
31MAY2017:12:13:41,26DEC2002:00:00:00,Masculino,Adopción Plena
17AUG2017:10:35:28,03SEP1986:00:00:00,Masculino,Adopción Plena
17JUL2017:10:13:14,23DEC1996:00:00:00,Masculino,Adopción Plena
07SEP2017:11:14:52,15SEP2013:00:00:00,Femenino,Adopción Plena
03MAY2017:12:00:06,26JUL1998:00:00:00,Masculino,Adopción Plena
10APR2017:11:28:01,25JAN2015:00:00:00,Femenino,Adopción Plena
29JUN2017:12:32:15,23APR2005:00:00:00,Femenino,Adopción Plena
08JUN2017:11:59:34,06APR2008:00:00:00,Femenino,Adopción Plena
29JUN2017:14:35:18,23APR2005:00:00:00,Femenino,Adopción Plena
31AUG2017:13:04:56,29FEB2004:00:00:00,Masculino,Adopción Plena
20MAR2017:11:05:29,13APR2002:00:00:00,Masculino,Adopción Simple
04APR2017:10:27:21,22FEB2016:00:00:00,Masculino,Adopción Plena
31AUG2017:15:19:48,31MAR2012:00:00:00,Femenino,Adopción Plena
10APR2017:13:11:59,30SEP1998:00:00:00,Femenino,Adopción Plena
10APR2017:14:19:34,10FEB2000:00:00:00,Masculino,Adopción Plena
04MAY2017:14:16:27,16SEP2003:00:00:00,Femenino,Adopción Simple
07SEP2016:14:34:50,09OCT1984:00:00:00,Masculino,Adopción Simple
25APR2016:10:23:26,14SEP2006:00:00:00,Femenino,Adopción Plena
26JUL2016:11:29:29,13DEC2010:00:00:00,Masculino,Adopción Plena
26MAY2016:14:42:53,25APR2000:00:00:00,Masculino,Adopción Simple
14SEP2016:10:38:27,20APR2014:00:00:00,Masculino,Adopción Plena
24AUG2016:12:27:15,15MAR2010:00:00:00,Masculino,Adopción Simple
12JUL2016:11:36:15,09MAR2001:00:00:00,Femenino,Adopción Plena
14JUL2016:14:10:27,21DEC2014:00:00:00,Femenino,Adopción Plena
03AUG2016:12:41:41,30MAR2014:00:00:00,Masculino,Adopción Plena
30MAY2016:10:29:49,06DEC2005:00:00:00,Femenino,Adopción Plena
15JUN2016:13:17:27,06JAN1985:00:00:00,Femenino,Adopción Simple
25APR2016:11:45:58,27NOV2012:00:00:00,Femenino,Adopción Plena
18APR2016:13:52:12,21JAN2003:00:00:00,Masculino,Adopción Plena
14JUL2016:14:36:13,23SEP2001:00:00:00,Femenino,Adopción Plena
31MAR2016:10:52:38,20OCT1988:00:00:00,Masculino,Adopción Simple
01JUL2016:14:21:34,24MAY2011:00:00:00,Masculino,Adopción Plena
14SEP2016:14:29:02,14JAN2008:00:00:00,Femenino,Adopción Plena
22JUN2016:11:33:20,02MAY1990:00:00:00,Femenino,Adopción Plena
10MAY2016:12:11:40,19MAR2005:00:00:00,Femenino,Adopción Plena
01JUL2016:12:10:26,25NOV2009:00:00:00,Masculino,Adopción Plena
11MAY2016:12:58:19,28AUG1984:00:00:00,,Adopción Simple
02SEP2016:11:38:15,30JUL2009:00:00:00,Femenino,Adopción Plena
31MAY2016:13:49:35,18MAR2006:00:00:00,Femenino,Adopción Plena
15APR2016:12:33:23,25APR2011:00:00:00,Femenino,Adopción Plena
23JUN2016:11:10:10,06JUL2004:00:00:00,Femenino,Adopción Plena
05JUL2016:10:10:09,19FEB2009:00:00:00,Femenino,Adopción Plena
27APR2016:10:53:29,22MAY2013:00:00:00,Masculino,Adopción Plena
27JUN2016:10:20:57,12DEC1962:00:00:00,Femenino,Adopción Plena
03MAY2016:09:28:25,15JUN2006:00:00:00,Femenino,Adopción Plena
27MAY2016:10:21:38,27OCT2014:00:00:00,Masculino,Adopción Plena
25JUL2016:10:03:48,18SEP2000:00:00:00,Masculino,Adopción Simple
01JUL2016:11:29:36,11JUL1998:00:00:00,Masculino,Adopción Plena
01SEP2016:12:09:34,22APR2014:00:00:00,Masculino,Adopción Plena
07NOV2016:11:03:48,26NOV2004:00:00:00,Femenino,Adopción Plena
23NOV2016:11:12:18,08JAN2008:00:00:00,Femenino,Adopción Plena
26OCT2016:11:45:31,23APR1999:00:00:00,Femenino,Adopción Simple
08SEP2016:13:28:05,01MAR2012:00:00:00,Femenino,Adopción Plena
18OCT2016:11:02:27,19JUN1977:00:00:00,Masculino,Adopción Simple
15DEC2016:11:17:36,14DEC1977:00:00:00,Femenino,Adopción Plena
13DEC2016:12:25:32,21NOV2011:00:00:00,Masculino,Adopción Simple
25NOV2016:15:03:51,18DEC2014:00:00:00,Femenino,Adopción Plena
25NOV2016:14:31:54,02SEP2013:00:00:00,Femenino,Adopción Plena
